Lon Lat
-117.427719 35.620361 0.000000
-117.428101 35.620686 0.000000
-117.428482 35.621014 0.000000
-117.428864 35.621338 0.000000
-117.429253 35.621662 0.000000
-117.429634 35.621986 0.000000
-117.430016 35.622311 0.000000
-117.430405 35.622635 0.000000
-117.430786 35.622959 0.000000
-117.431175 35.623283 0.000000
-117.431557 35.623608 0.000000
-117.431946 35.623928 0.000000
-117.432327 35.624252 0.000000
-117.432716 35.624573 0.000000
-117.433105 35.624893 0.000000
-117.433495 35.625217 0.000000
-117.433884 35.625538 0.000000
-117.434273 35.625854 0.000000
-117.434662 35.626175 0.000000
-117.435051 35.626495 0.000000
-117.435440 35.626816 0.000000
-117.435829 35.627136 0.000000
-117.436218 35.627453 0.000000
-117.436615 35.627773 0.000000
-117.437004 35.628090 0.000000
-117.437393 35.628410 0.000000
-117.437790 35.628727 0.000000
-117.438179 35.629047 0.000000
-117.438576 35.629364 0.000000
-117.438972 35.629677 0.000000
-117.439369 35.629990 0.000000
-117.439774 35.630299 0.000000
-117.440193 35.630600 0.000000
-117.440613 35.630898 0.000000
-117.441040 35.631184 0.000000
-117.441483 35.631470 0.000000
-117.441925 35.631748 0.000000
-117.442383 35.632019 0.000000
-117.442841 35.632290 0.000000
-117.443306 35.632553 0.000000
-117.443787 35.632809 0.000000
-117.444267 35.633064 0.000000
-117.444748 35.633312 0.000000
-117.445244 35.633556 0.000000
-117.445740 35.633797 0.000000
-117.446243 35.634033 0.000000
-117.446754 35.634266 0.000000
-117.447266 35.634491 0.000000
-117.447784 35.634720 0.000000
-117.448303 35.634945 0.000000
-117.448830 35.635162 0.000000
-117.449356 35.635384 0.000000
-117.449883 35.635597 0.000000
-117.450417 35.635815 0.000000
-117.450958 35.636024 0.000000
-117.451492 35.636234 0.000000
-117.452034 35.636444 0.000000
-117.452576 35.636650 0.000000
-117.453125 35.636856 0.000000
-117.453667 35.637062 0.000000
-117.454216 35.637264 0.000000
-117.454758 35.637470 0.000000
-117.455307 35.637676 0.000000
-117.455856 35.637878 0.000000
-117.456398 35.638084 0.000000
-117.456947 35.638290 0.000000
-117.457497 35.638496 0.000000
-117.458038 35.638702 0.000000
-117.458588 35.638901 0.000000
-117.459137 35.639103 0.000000
-117.459694 35.639301 0.000000
-117.460258 35.639492 0.000000
-117.460831 35.639679 0.000000
-117.461411 35.639858 0.000000
-117.461990 35.640034 0.000000
-117.462585 35.640209 0.000000
-117.463181 35.640373 0.000000
-117.463783 35.640537 0.000000
-117.464386 35.640701 0.000000
-117.464996 35.640862 0.000000
-117.465607 35.641018 0.000000
-117.466217 35.641174 0.000000
-117.466827 35.641331 0.000000
-117.467438 35.641487 0.000000
-117.468056 35.641640 0.000000
-117.468666 35.641796 0.000000
-117.469276 35.641953 0.000000
-117.469887 35.642113 0.000000
-117.470490 35.642273 0.000000
-117.471100 35.642429 0.000000
-117.471718 35.642582 0.000000
-117.472336 35.642735 0.000000
-117.472939 35.642895 0.000000
-117.473511 35.643085 0.000000
-117.474037 35.643303 0.000000
-117.474518 35.643555 0.000000
-117.474968 35.643833 0.000000
-117.475395 35.644127 0.000000
-117.475807 35.644428 0.000000
-117.476219 35.644730 0.000000
-117.476631 35.645039 0.000000
-117.477028 35.645348 0.000000
-117.477432 35.645657 0.000000
-117.477829 35.645969 0.000000
-117.478233 35.646282 0.000000
-117.478630 35.646599 0.000000
-117.479027 35.646912 0.000000
-117.479424 35.647228 0.000000
-117.479813 35.647545 0.000000
-117.480209 35.647865 0.000000
-117.480598 35.648186 0.000000
-117.480988 35.648502 0.000000
-117.481377 35.648823 0.000000
-117.481766 35.649143 0.000000
-117.482155 35.649464 0.000000
-117.482544 35.649784 0.000000
-117.482933 35.650105 0.000000
-117.483330 35.650421 0.000000
-117.483719 35.650742 0.000000
-117.484116 35.651058 0.000000
-117.484512 35.651375 0.000000
-117.484909 35.651688 0.000000
-117.485313 35.651993 0.000000
-117.485718 35.652302 0.000000
-117.486130 35.652607 0.000000
-117.486542 35.652912 0.000000
-117.486961 35.653210 0.000000
-117.487381 35.653503 0.000000
-117.487816 35.653793 0.000000
-117.488251 35.654083 0.000000
-117.488686 35.654366 0.000000
-117.489128 35.654644 0.000000
-117.489578 35.654922 0.000000
-117.490028 35.655197 0.000000
-117.490486 35.655468 0.000000
-117.490944 35.655739 0.000000
-117.491409 35.656006 0.000000
-117.491867 35.656269 0.000000
-117.492340 35.656532 0.000000
-117.492821 35.656784 0.000000
-117.493317 35.657024 0.000000
-117.493820 35.657261 0.000000
-117.494339 35.657490 0.000000
-117.494850 35.657715 0.000000
-117.495369 35.657944 0.000000
-117.495872 35.658180 0.000000
-117.496368 35.658421 0.000000
-117.496857 35.658665 0.000000
-117.497345 35.658916 0.000000
-117.497826 35.659164 0.000000
-117.498314 35.659416 0.000000
-117.498802 35.659664 0.000000
-117.499283 35.659916 0.000000
-117.499763 35.660172 0.000000
-117.500237 35.660427 0.000000
-117.500702 35.660686 0.000000
-117.501167 35.660957 0.000000
-117.501617 35.661228 0.000000
-117.502060 35.661510 0.000000
-117.502495 35.661797 0.000000
-117.502914 35.662094 0.000000
-117.503326 35.662403 0.000000
-117.503723 35.662716 0.000000
-117.504105 35.663040 0.000000
-117.504478 35.663372 0.000000
-117.504852 35.663704 0.000000
-117.505219 35.664043 0.000000
-117.505585 35.664379 0.000000
-117.505951 35.664719 0.000000
-117.506310 35.665058 0.000000
-117.506676 35.665401 0.000000
-117.507034 35.665737 0.000000
-117.507393 35.666080 0.000000
-117.507759 35.666420 0.000000
-117.508118 35.666763 0.000000
-117.508476 35.667107 0.000000
-117.508827 35.667454 0.000000
-117.509186 35.667797 0.000000
-117.509544 35.668144 0.000000
-117.509895 35.668488 0.000000
-117.510254 35.668835 0.000000
-117.510605 35.669178 0.000000
-117.510963 35.669525 0.000000
-117.511314 35.669872 0.000000
-117.511665 35.670223 0.000000
-117.512009 35.670574 0.000000
-117.512352 35.670929 0.000000
-117.512688 35.671291 0.000000
-117.513016 35.671658 0.000000
-117.513336 35.672024 0.000000
-117.513664 35.672390 0.000000
-117.513985 35.672760 0.000000
-117.514313 35.673126 0.000000
-117.514656 35.673485 0.000000
-117.514999 35.673836 0.000000
-117.515358 35.674179 0.000000
-117.515732 35.674515 0.000000
-117.516106 35.674843 0.000000
-117.516487 35.675171 0.000000
-117.516876 35.675491 0.000000
-117.517265 35.675812 0.000000
-117.517654 35.676128 0.000000
-117.518051 35.676445 0.000000
-117.518448 35.676758 0.000000
-117.518852 35.677074 0.000000
-117.519249 35.677387 0.000000
-117.519653 35.677696 0.000000
-117.520050 35.678005 0.000000
-117.520454 35.678318 0.000000
-117.520859 35.678627 0.000000
-117.521263 35.678932 0.000000
-117.521675 35.679241 0.000000
-117.522087 35.679543 0.000000
-117.522507 35.679844 0.000000
-117.522926 35.680138 0.000000
-117.523346 35.680435 0.000000
-117.523773 35.680729 0.000000
-117.524200 35.681023 0.000000
-117.524628 35.681316 0.000000
-117.525063 35.681606 0.000000
-117.525490 35.681892 0.000000
-117.525925 35.682178 0.000000
-117.526360 35.682465 0.000000
-117.526794 35.682751 0.000000
-117.527237 35.683037 0.000000
-117.527672 35.683323 0.000000
-117.528114 35.683605 0.000000
-117.528549 35.683891 0.000000
-117.528992 35.684170 0.000000
-117.529427 35.684456 0.000000
-117.529869 35.684738 0.000000
-117.530312 35.685024 0.000000
-117.530746 35.685307 0.000000
-117.531181 35.685593 0.000000
-117.531616 35.685875 0.000000
-117.532051 35.686165 0.000000
-117.532486 35.686451 0.000000
-117.532921 35.686737 0.000000
-117.533363 35.687027 0.000000
-117.533798 35.687309 0.000000
-117.534233 35.687595 0.000000
-117.534676 35.687874 0.000000
-117.535118 35.688156 0.000000
-117.535553 35.688442 0.000000
-117.535988 35.688728 0.000000
-117.536423 35.689018 0.000000
-117.536850 35.689312 0.000000
-117.537270 35.689606 0.000000
-117.537689 35.689907 0.000000
-117.538101 35.690212 0.000000
-117.538513 35.690517 0.000000
-117.538918 35.690823 0.000000
-117.539330 35.691132 0.000000
-117.539734 35.691437 0.000000
-117.540138 35.691742 0.000000
-117.540550 35.692051 0.000000
-117.540955 35.692360 0.000000
-117.541359 35.692669 0.000000
-117.541763 35.692978 0.000000
-117.542168 35.693287 0.000000
-117.542572 35.693596 0.000000
-117.542976 35.693905 0.000000
-117.543373 35.694218 0.000000
-117.543777 35.694530 0.000000
-117.544174 35.694843 0.000000
-117.544571 35.695160 0.000000
-117.544968 35.695477 0.000000
-117.545364 35.695789 0.000000
-117.545761 35.696106 0.000000
-117.546150 35.696423 0.000000
-117.546539 35.696743 0.000000
-117.546928 35.697063 0.000000
-117.547318 35.697388 0.000000
-117.547707 35.697712 0.000000
-117.548088 35.698032 0.000000
-117.548470 35.698357 0.000000
-117.548851 35.698685 0.000000
-117.549232 35.699013 0.000000
-117.549606 35.699345 0.000000
-117.549980 35.699677 0.000000
-117.550354 35.700005 0.000000
-117.550720 35.700340 0.000000
-117.551094 35.700676 0.000000
-117.551460 35.701015 0.000000
-117.551826 35.701355 0.000000
-117.552193 35.701691 0.000000
-117.552551 35.702034 0.000000
-117.552917 35.702370 0.000000
-117.553276 35.702713 0.000000
-117.553635 35.703056 0.000000
-117.553993 35.703400 0.000000
-117.554344 35.703747 0.000000
-117.554703 35.704090 0.000000
-117.555054 35.704437 0.000000
-117.555412 35.704784 0.000000
-117.555763 35.705132 0.000000
-117.556114 35.705482 0.000000
-117.556465 35.705830 0.000000
-117.556808 35.706181 0.000000
-117.557159 35.706535 0.000000
-117.557503 35.706886 0.000000
-117.557854 35.707237 0.000000
-117.558197 35.707588 0.000000
-117.558540 35.707943 0.000000
-117.558884 35.708298 0.000000
-117.559227 35.708656 0.000000
-117.559563 35.709011 0.000000
-117.559906 35.709370 0.000000
-117.560242 35.709724 0.000000
-117.560585 35.710083 0.000000
-117.560921 35.710442 0.000000
-117.561256 35.710800 0.000000
-117.561592 35.711159 0.000000
-117.561928 35.711521 0.000000
-117.562263 35.711880 0.000000
-117.562599 35.712238 0.000000
-117.562935 35.712601 0.000000
-117.563271 35.712963 0.000000
-117.563599 35.713326 0.000000
-117.563934 35.713688 0.000000
-117.564262 35.714050 0.000000
-117.564598 35.714413 0.000000
-117.564926 35.714775 0.000000
-117.565262 35.715137 0.000000
-117.565590 35.715504 0.000000
-117.565918 35.715866 0.000000
-117.566246 35.716232 0.000000
-117.566582 35.716599 0.000000
-117.566910 35.716965 0.000000
-117.567238 35.717327 0.000000
-117.567566 35.717690 0.000000
-117.567894 35.718056 0.000000
-117.568222 35.718422 0.000000
-117.568550 35.718788 0.000000
-117.568878 35.719158 0.000000
-117.569199 35.719528 0.000000
-117.569519 35.719898 0.000000
-117.569832 35.720268 0.000000
-117.570145 35.720646 0.000000
-117.570457 35.721027 0.000000
-117.570763 35.721409 0.000000
-117.571068 35.721794 0.000000
-117.571365 35.722179 0.000000
-117.571671 35.722569 0.000000
-117.571960 35.722954 0.000000
-117.572258 35.723347 0.000000
-117.572548 35.723740 0.000000
-117.572838 35.724136 0.000000
-117.573120 35.724533 0.000000
-117.573402 35.724930 0.000000
-117.573685 35.725330 0.000000
-117.573967 35.725731 0.000000
-117.574249 35.726128 0.000000
-117.574524 35.726532 0.000000
-117.574799 35.726936 0.000000
-117.575073 35.727341 0.000000
-117.575348 35.727749 0.000000
-117.575623 35.728153 0.000000
-117.575897 35.728561 0.000000
-117.576172 35.728970 0.000000
-117.576439 35.729374 0.000000
-117.576714 35.729782 0.000000
-117.576981 35.730190 0.000000
-117.577248 35.730598 0.000000
-117.577522 35.731007 0.000000
-117.577789 35.731419 0.000000
-117.578064 35.731827 0.000000
-117.578331 35.732235 0.000000
-117.578606 35.732639 0.000000
-117.578873 35.733044 0.000000
-117.579147 35.733452 0.000000
-117.579422 35.733860 0.000000
-117.579697 35.734264 0.000000
-117.579971 35.734669 0.000000
-117.580246 35.735073 0.000000
-117.580521 35.735481 0.000000
-117.580795 35.735882 0.000000
-117.581062 35.736290 0.000000
-117.581337 35.736702 0.000000
-117.581604 35.737110 0.000000
-117.581879 35.737518 0.000000
-117.582146 35.737926 0.000000
-117.582420 35.738335 0.000000
-117.582695 35.738739 0.000000
-117.582970 35.739143 0.000000
-117.583237 35.739548 0.000000
-117.583511 35.739956 0.000000
-117.583786 35.740360 0.000000
-117.584068 35.740765 0.000000
-117.584343 35.741169 0.000000
-117.584618 35.741573 0.000000
-117.584900 35.741974 0.000000
-117.585190 35.742367 0.000000
-117.585472 35.742764 0.000000
-117.585770 35.743156 0.000000
-117.586060 35.743546 0.000000
-117.586365 35.743935 0.000000
-117.586662 35.744320 0.000000
-117.586967 35.744701 0.000000
-117.587280 35.745079 0.000000
-117.587585 35.745457 0.000000
-117.587898 35.745834 0.000000
-117.588219 35.746212 0.000000
-117.588531 35.746586 0.000000
-117.588852 35.746960 0.000000
-117.589172 35.747330 0.000000
-117.589493 35.747700 0.000000
-117.589813 35.748070 0.000000
-117.590134 35.748444 0.000000
-117.590454 35.748814 0.000000
-117.590775 35.749184 0.000000
-117.591095 35.749557 0.000000
-117.591415 35.749924 0.000000
-117.591736 35.750298 0.000000
-117.592056 35.750671 0.000000
-117.592369 35.751049 0.000000
-117.592682 35.751423 0.000000
-117.592995 35.751801 0.000000
-117.593307 35.752182 0.000000
-117.593613 35.752560 0.000000
-117.593918 35.752941 0.000000
-117.594223 35.753330 0.000000
-117.594521 35.753716 0.000000
-117.594810 35.754108 0.000000
-117.595100 35.754501 0.000000
-117.595390 35.754898 0.000000
-117.595673 35.755295 0.000000
-117.595947 35.755703 0.000000
-117.596207 35.756115 0.000000
-117.596458 35.756542 0.000000
-117.596695 35.756977 0.000000
-117.596909 35.757423 0.000000
-117.597115 35.757877 0.000000
-117.597313 35.758343 0.000000
-117.597496 35.758808 0.000000
-117.597679 35.759285 0.000000
-117.597862 35.759758 0.000000
-117.598038 35.760235 0.000000
-117.598221 35.760708 0.000000
-117.598412 35.761177 0.000000
-117.598595 35.761646 0.000000
-117.598785 35.762115 0.000000
-117.598976 35.762585 0.000000
-117.599167 35.763054 0.000000
-117.599350 35.763523 0.000000
-117.599541 35.763988 0.000000
-117.599724 35.764462 0.000000
-117.599907 35.764931 0.000000
-117.600098 35.765404 0.000000
-117.600281 35.765873 0.000000
-117.600471 35.766346 0.000000
-117.600655 35.766815 0.000000
-117.600845 35.767284 0.000000
-117.601028 35.767757 0.000000
-117.601212 35.768227 0.000000
-117.601402 35.768700 0.000000
-117.601585 35.769165 0.000000
-117.601768 35.769638 0.000000
-117.601959 35.770107 0.000000
-117.602142 35.770580 0.000000
-117.602325 35.771049 0.000000
-117.602509 35.771523 0.000000
-117.602692 35.771996 0.000000
-117.602875 35.772472 0.000000
-117.603058 35.772945 0.000000
-117.603233 35.773426 0.000000
-117.603409 35.773899 0.000000
-117.603577 35.774380 0.000000
-117.603752 35.774860 0.000000
-117.603928 35.775337 0.000000
-117.604111 35.775814 0.000000
-117.604286 35.776291 0.000000
-117.604469 35.776764 0.000000
-117.604660 35.777233 0.000000
-117.604851 35.777699 0.000000
-117.605057 35.778156 0.000000
-117.605263 35.778614 0.000000
-117.605476 35.779060 0.000000
-117.605690 35.779507 0.000000
-117.605919 35.779953 0.000000
-117.606140 35.780392 0.000000
-117.606369 35.780834 0.000000
-117.606598 35.781273 0.000000
-117.606834 35.781708 0.000000
-117.607071 35.782143 0.000000
-117.607307 35.782570 0.000000
-117.607544 35.783001 0.000000
-117.607788 35.783432 0.000000
-117.608032 35.783859 0.000000
-117.608276 35.784286 0.000000
-117.608528 35.784714 0.000000
-117.608772 35.785137 0.000000
-117.609024 35.785561 0.000000
-117.609276 35.785980 0.000000
-117.609528 35.786404 0.000000
-117.609779 35.786823 0.000000
-117.610031 35.787247 0.000000
-117.610291 35.787666 0.000000
-117.610542 35.788090 0.000000
-117.610794 35.788509 0.000000
-117.611053 35.788929 0.000000
-117.611305 35.789349 0.000000
-117.611557 35.789768 0.000000
-117.611809 35.790192 0.000000
-117.612061 35.790611 0.000000
-117.612312 35.791035 0.000000
-117.612564 35.791458 0.000000
-117.612816 35.791882 0.000000
-117.613068 35.792305 0.000000
-117.613312 35.792728 0.000000
-117.613556 35.793156 0.000000
-117.613800 35.793587 0.000000
-117.614044 35.794014 0.000000
-117.614281 35.794449 0.000000
-117.614517 35.794880 0.000000
-117.614754 35.795315 0.000000
-117.614990 35.795746 0.000000
-117.615227 35.796181 0.000000
-117.615471 35.796608 0.000000
-117.615715 35.797035 0.000000
-117.615967 35.797462 0.000000
-117.616219 35.797882 0.000000
-117.616470 35.798306 0.000000
-117.616722 35.798725 0.000000
-117.616974 35.799149 0.000000
-117.617218 35.799572 0.000000
-117.617470 35.799999 0.000000
-117.617714 35.800426 0.000000
-117.617958 35.800854 0.000000
-117.618202 35.801281 0.000000
-117.618454 35.801708 0.000000
-117.618690 35.802132 0.000000
-117.618935 35.802563 0.000000
-117.619179 35.802990 0.000000
-117.619423 35.803417 0.000000
-117.619667 35.803848 0.000000
-117.619911 35.804276 0.000000
-117.620155 35.804703 0.000000
-117.620399 35.805130 0.000000
-117.620644 35.805557 0.000000
-117.620895 35.805981 0.000000
-117.621140 35.806408 0.000000
-117.621391 35.806835 0.000000
-117.621635 35.807259 0.000000
-117.621887 35.807682 0.000000
-117.622139 35.808102 0.000000
-117.622398 35.808521 0.000000
-117.622650 35.808941 0.000000
-117.622910 35.809357 0.000000
-117.623169 35.809772 0.000000
-117.623436 35.810188 0.000000
-117.623703 35.810600 0.000000
-117.623970 35.811012 0.000000
-117.624237 35.811417 0.000000
-117.624512 35.811825 0.000000
-117.624786 35.812229 0.000000
-117.625069 35.812630 0.000000
-117.625351 35.813030 0.000000
-117.625633 35.813427 0.000000
-117.625923 35.813820 0.000000
-117.626221 35.814213 0.000000
-117.626518 35.814602 0.000000
-117.626816 35.814987 0.000000
-117.627129 35.815369 0.000000
-117.627434 35.815750 0.000000
-117.627747 35.816120 0.000000
-117.628067 35.816494 0.000000
-117.628395 35.816864 0.000000
-117.628723 35.817230 0.000000
-117.629059 35.817593 0.000000
-117.629395 35.817947 0.000000
-117.629738 35.818302 0.000000
-117.630089 35.818653 0.000000
-117.630447 35.819000 0.000000
-117.630806 35.819344 0.000000
-117.631172 35.819679 0.000000
-117.631538 35.820015 0.000000
-117.631912 35.820351 0.000000
-117.632286 35.820683 0.000000
-117.632660 35.821014 0.000000
-117.633034 35.821342 0.000000
-117.633415 35.821674 0.000000
-117.633789 35.822006 0.000000
-117.634163 35.822334 0.000000
-117.634544 35.822666 0.000000
-117.634926 35.822990 0.000000
-117.635300 35.823318 0.000000
-117.635681 35.823647 0.000000
-117.636063 35.823975 0.000000
-117.636444 35.824299 0.000000
-117.636826 35.824627 0.000000
-117.637207 35.824955 0.000000
-117.637589 35.825283 0.000000
-117.637978 35.825607 0.000000
-117.638359 35.825932 0.000000
-117.638741 35.826256 0.000000
-117.639122 35.826584 0.000000
-117.639511 35.826908 0.000000
-117.639893 35.827229 0.000000
-117.640274 35.827557 0.000000
-117.640663 35.827881 0.000000
-117.641045 35.828205 0.000000
-117.641434 35.828522 0.000000
-117.641830 35.828842 0.000000
-117.642220 35.829163 0.000000
-117.642616 35.829479 0.000000
-117.643013 35.829796 0.000000
-117.643410 35.830109 0.000000
-117.643806 35.830425 0.000000
-117.644211 35.830738 0.000000
-117.644608 35.831051 0.000000
-117.645012 35.831360 0.000000
-117.645416 35.831669 0.000000
-117.645821 35.831982 0.000000
-117.646225 35.832291 0.000000
-117.646629 35.832596 0.000000
-117.647034 35.832909 0.000000
-117.647438 35.833218 0.000000
-117.647842 35.833527 0.000000
-117.648247 35.833836 0.000000
-117.648651 35.834145 0.000000
-117.649055 35.834457 0.000000
-117.649460 35.834766 0.000000
-117.649864 35.835075 0.000000
-117.650261 35.835388 0.000000
-117.650665 35.835701 0.000000
-117.651062 35.836018 0.000000
-117.651459 35.836330 0.000000
-117.651855 35.836647 0.000000
-117.652252 35.836964 0.000000
-117.652649 35.837280 0.000000
-117.653038 35.837597 0.000000
-117.653435 35.837914 0.000000
-117.653831 35.838230 0.000000
-117.654228 35.838547 0.000000
-117.654617 35.838863 0.000000
-117.655014 35.839180 0.000000
-117.655411 35.839497 0.000000
-117.655807 35.839817 0.000000
-117.656197 35.840130 0.000000
-117.656593 35.840446 0.000000
-117.656990 35.840767 0.000000
-117.657379 35.841084 0.000000
-117.657776 35.841400 0.000000
-117.658173 35.841717 0.000000
